,key,key_confidence,mode,mode_confidence,tempo,track_id,song_id,artist_name,song_title
5415,4,0.9279999999999999,0,0.91,126.506,TRGYFTS128F9306691,SOHPKLI12AB018161F,Gentleman Reg,Everlong
5445,10,0.966,0,0.871,194.085,TRGYVLB128F4295F6B,SOYGKVO12A58A7CC3D,Samantha Fox,Another Woman (Too Many People)
5468,7,1.0,0,0.972,109.963,TRHMCUB128F4295680,SOEQFKX12A8C136CCE,Home Video,Dialogue Box
5537,3,0.825,0,0.8320000000000001,114.20700000000001,TRHWFHO128F93130DA,SOIQYBY12AB01832F8,Buffy,Gotta Believe
5992,7,1.0,1,1.0,100.113,TRHFEEP12903CD3863,SOYTBOO12AB0186FE6,Lonnie Mack,Memphis
6014,8,0.988,0,0.988,151.955,TRHQWMN128F426AB93,SOJRFQQ12A8C1321CB,Gipsy Kings,Trista Pena
6031,0,1.0,1,0.9940000000000001,121.477,TRHQFBA128F931136E,SOYAQSW12AB0183C36,Cookin' On 3 Burners,Soul Messin
6085,4,1.0,1,0.966,147.972,TRHZWJQ128F428F2DE,SOPOCZN12A8C139D25,O.C. Supertones,Here I Am To Worship
6459,4,0.978,0,1.0,150.101,TRHTANX128F92E41A6,SOBWIOY12AAF3B222C,Loner,The Fire You Had
6608,8,1.0,1,0.951,85.154,TRHLNZP128F1489125,SOPCHJQ12A6D4F94C2,P. Diddy,The Future (Explicit Album Version)
6730,2,1.0,1,1.0,92.45100000000001,TRHJRXB128F932F45F,SOJJCAJ12AB0186FEF,Malory,Wasted
6917,11,1.0,0,1.0,114.65,TRHVOIL128F92E92E6,SOVKNNE12AB0181BDB,Ten City,Where Do We Go?
6991,5,1.0,0,0.9359999999999999,103.87700000000001,TRHDYVW128F421A79D,SOFSKND12A6D4FE63A,Joanna Connor,Sister Spirit
7293,7,1.0,0,1.0,175.062,TRCMPVE128F9332C70,SOHBSGE12AB0182E05,R.L. Burnside,Shake 'Em On Down
7322,0,1.0,1,0.9940000000000001,142.273,TRCMKQT128F1460BFB,SOIXIEB12A6D4F639B,Status Quo,Rockin' All Over The World
7357,5,1.0,1,0.9440000000000001,135.14600000000002,TRCWNLD128F93011AD,SOZUNXM12AB017EC32,Deluxe,Comin'On
7424,3,1.0,0,0.8009999999999999,126.209,TRCGPVJ12903D005D2,SOMXLOI12AC95F03B2,Dreadzone,Gangster
7510,8,1.0,1,1.0,113.208,TRCHSTZ12903CAAAB9,SOLPFMY12A58A7B830,Brian Hyland,Just Knowing You Is  A Pleasure
7650,11,1.0,1,1.0,116.977,TRCRTQC12903CC82E8,SOMIWBG12AB018D79F,Gentle Touch,Smedby
7660,1,1.0,0,0.846,88.977,TRCRUOI128F92C464F,SOLGTOJ12A8C140EDF,Baby Bash featuring Aundrea of Danity Kane,Dip With You
7809,7,1.0,1,1.0,121.493,TRCFUAN128F42513F4,SOTZQOD12A8C135019,Canned Heat,Let's Work Together
8060,5,0.982,0,0.917,120.05799999999999,TRCAQKL12903CB7415,SOSEFLP12AB0189867,Osiris the Rebirth,Technology
8074,9,1.0,1,1.0,67.917,TRCANAT128E078B0EC,SOQWEAA12A58A7B981,Neil Young,Truth Be Known (Album Version)
8372,7,1.0,1,1.0,116.229,TRCLCNP128F4274E6C,SOIZPJC12A8C134177,Ramsey Lewis,Cast Your Fate To The Wind
8519,11,1.0,1,1.0,120.637,TRCJFML128F425F625,SOMDRWH12A8C1351D0,Joe Christmas,Sonnet 61
8774,1,1.0,1,0.953,112.113,TRCORZL128F4281888,SOBQQUJ12A58A7E62B,Cara Dillon,Everywhere
8812,8,0.946,0,0.9329999999999999,96.52799999999999,TRCOSXT12903CB3A3B,SOVAFDX12AB0184031,Adam Green,Boss Inside
9120,10,0.981,0,0.941,90.039,TRRWZDM128F930DAB7,SOTDBHP12AB017DEDE,Jimi Jamison,Have Mercy
9242,10,0.966,0,0.904,85.133,TRRGSGX12903CAF454,SOOMTOJ12AB018A50F,Tiger Lou,All I have
9376,2,1.0,1,1.0,162.191,TRRCPXP128E0791F01,SORWLTW12A670208FA,Jimmy Eat World,The Middle
9446,3,1.0,1,0.902,168.90599999999998,TRRRPKJ128F146AFD4,SOXGRHH12A58A7D67E,Hot Chocolate,You'll Always Be A Friend
9868,11,1.0,1,1.0,76.452,TRRAZUI128F4262993,SOIEWNQ12A8C132820,Tammy Wynette,That's The Way It Could Have Been
10056,0,1.0,1,0.998,125.92,TRRPYBS12903CB5056,SOMTWTW12AB018B875,Ohio Express,Chewy Chewy
10070,0,1.0,0,0.8490000000000001,112.89299999999999,TRRTCMY128F9326B32,SOYGPIR12AB018646A,The Levon Helm Band,A Fool In Love
10112,7,1.0,1,1.0,166.38299999999998,TRRTXQW128F9314B63,SODMJFC12AB0185534,Lonesome River Band,Finding Your Way
10267,2,1.0,1,0.941,125.59299999999999,TRREALI12903CE9E41,SODZOBI12AC468A8FD,The Byrds,Turn Turn Turn
10372,2,1.0,1,1.0,114.399,TRRJDZB128F14A8C5C,SOXJRTT12A58A7A5A7,Talking Heads,Once In A Lifetime (Remastered & Extended Version )
10413,5,1.0,1,1.0,135.326,TRRSAGM128F145BE39,SOKXCKD12A58A7C37B,Michael Jones,Walking
10420,9,1.0,0,0.993,112.36399999999999,TRRSTSN128F424E90C,SOCCMHA12A8C1310C6,J.J. Cale,Out Of Style
10471,10,1.0,1,0.924,166.09799999999998,TRRVGQW12903CBB3B0,SOYCUXL12AB018674F,The Refreshments,I Still Love You
10601,3,0.8740000000000001,0,0.87,124.001,TRRDJNJ12903CBE857,SOZFCCU12AB01892D9,Los Angeles,Tonight Tonight
10639,7,0.958,0,0.951,119.633,TRROBXQ128F428D2BD,SOMGAMV12A8C13A50B,Survivor,Popular Girl
11072,3,1.0,1,0.932,94.705,TRBGRIP128F147FCA6,SOXFQVY12A58A7B456,Phil Collins,Everyday
11333,7,0.966,0,0.9570000000000001,140.099,TRBRKSX12903D05E93,SOJROYN12AC468E2EF,Sub Focus,Coming Closer
11557,6,1.0,0,0.995,137.863,TRBZHWT12903CBE3CC,SOTTWMA12AB018D233,Suncatcher,Good Morning
11590,2,1.0,0,0.919,121.964,TRBZTBL128F933F0A0,SOZPACX12AB0187568,Steel Breeze,All Alone
11891,2,0.9790000000000001,0,0.9520000000000001,116.973,TRBPTYF128F423EEA3,SOGISMI12A8C133490,Devendra Banhart,A Ribbon
11931,6,1.0,1,0.973,126.344,TRBTMNN128F1495DFF,SOGCQMK12A6D4F9102,Prince,Why You Wanna Treat Me So Bad?
11980,1,0.98,0,0.885,90.109,TRBTDXG128F92EB172,SODYEYU12A8C141474,Grey Holiday,Where You Want Me
12439,9,1.0,1,1.0,127.21,TRBVSRA128F92D96F3,SOYEFMY12A8C144DBF,Melanie,Life Will Not Go Away
12445,7,1.0,1,1.0,113.03,TRBVOMJ128F930332C,SOCTAZE12AB017B032,Swamp Dogg,Kiss Me Hit Me Touch Me
12759,5,1.0,0,0.991,160.05200000000002,TRBYATZ128F4254F0A,SOLNIUH12A8C13688B,Bingo Palace,Whistle Me Higher
12839,8,1.0,0,0.892,129.031,TRFMPEZ128F4276C74,SOEWIQT12A58A793AD,Michael Hurley,Abominable Snowman
12997,1,1.0,1,0.965,97.626,TRFGVOO128F92F9E2D,SOYBRWG12AAF3B2087,Jenna Mammina,Running To Stand Still
13049,11,1.0,1,0.975,82.963,TRFHAUX128F4231E20,SOLGRDJ12A8AE44ED9,Patrick Nuo,Nothing Until I Got You
13227,1,1.0,1,1.0,149.6,TRFBCVV12903CB2324,SOFSVUS12D021976F4,Bob Dylan,Dignity
13261,9,0.9890000000000001,0,0.9179999999999999,109.616,TRFBJJU128F9315D8F,SOXXAYU12AB01834E6,Cascadeur,The Meaning
14348,11,1.0,1,0.985,120.12299999999999,TRFDEWB128F92D03B2,SOBOSDJ12A8C1434AD,Julie Collings,The Last Post
14637,5,1.0,1,1.0,93.429,TRFYSTQ12903CF0A6D,SONKKEM12AC4689B23,Frankie Avalon,Why
15008,7,1.0,0,1.0,116.986,TRQCYJL128F42BB88C,SOUDFWW12A8C140106,Luan Parle,Make It On My Own
15038,9,1.0,1,1.0,131.369,TRQRPCT128F42957C5,SOXBAWL12A8C13C092,Reel Big Fish,Rock 'n' Roll Is Bitchin'
15428,4,1.0,1,1.0,164.981,TRQAHKH128F4266395,SOQMRGH12A58A78F97,Paul Cardall,Without You
15758,7,1.0,1,1.0,79.918,TRQUSSD12903CEA739,SOIPICK12A8C136F3B,The Perishers,8am Departure
15891,10,1.0,0,0.927,68.003,TRQEAPQ128F92F9A58,SOVCOJV12A8C1435DA,Optical,Can U Read?
15994,8,1.0,1,1.0,108.221,TRQJEFW128F93138F4,SOLLYMO12AB017D831,Chris Stamey,In Spanish Harlem
16525,11,1.0,1,1.0,122.96700000000001,TRQYVHS12903CC3346,SOUTMAQ12AB0184E52,Benjamin Bates,Everything You Hoped For
16622,8,1.0,0,0.852,103.25200000000001,TRZWRJO128F9313A83,SOPBVXX12AB01808B1,Falling Up,The Sidewinder Flux
16846,1,1.0,1,0.9079999999999999,193.31900000000002,TRZCPYN128F4298F60,SOALDKA12A8C1394CF,Kool & The Gang,Let's Go Dancin'
17059,5,1.0,1,1.0,104.40799999999999,TRZFXWV128F14B06C9,SOEWDQX12A6D4F9E58,Lost Dogs,Golden Dreams
17103,7,1.0,1,1.0,111.985,TRZQUXO12903CB2497,SOXEKLD12AB01882B1,Okay,Hoot
17227,1,1.0,1,0.924,125.056,TRZIZZI128F422A94C,SOBKGFO12A81C22C5B,Frank Stokes,Right Now Blues
17375,3,1.0,1,0.9520000000000001,125.992,TRZNBIX12903CD5EBF,SOEGNSE12AB0189CD3,Smiley Lewis,I Hear You Knockin'
17406,10,1.0,1,1.0,157.96200000000002,TRZNUPL128F934D3B0,SOYBSAB12AB01896A8,The Cute Lepers,Berlin Girls
17577,9,1.0,1,1.0,187.582,TRZURID128F933F6C3,SOKGQWY12A58A7A04D,Moe Tucker,Danny Boy
17681,10,1.0,1,0.966,110.22399999999999,TRZLXTL128F4265A27,SORTAAY12A8C132B0D,Patti Scialfa,Valerie
17802,10,1.0,1,0.956,86.944,TRZJVRP128F93069BD,SOVBWMQ12AAF3B217C,Ruth Notman,Holding On
18042,3,1.0,1,1.0,141.048,TRZOCMQ128F4266387,SOHFVVJ12A8C1330A6,Vern Gosdin,Chiseled In Stone
18097,2,1.0,1,1.0,105.682,TRZOOGX128F42AD931,SOVRUMX12D021B3E00,Roy Orbison,California Blue
18113,4,1.0,1,0.9940000000000001,135.77200000000002,TRZXHPF128F426B68A,SOCUIIL12A8C135076,Barry & The Remains,My Babe
18517,4,1.0,1,0.94,80.83,TRIGSHJ128F92CA48D,SOMAMOW12A58A7F7E5,Hot Tuna,Genesis
18579,0,1.0,1,0.953,116.052,TRIHNGB128F426B04F,SONXJYO12A8C133948,Bruce Springsteen,Human Touch
18688,6,1.0,1,0.995,97.27799999999999,TRICVEC128E078B063,SOLFOAD12A6701D483,Joni Mitchell,Both Sides Now (LP Version)
18761,0,1.0,0,0.948,128.227,TRIRLUR128F9301274,SOVBANL12A8C13F2DD,Dirtmusic,Unknowable
19050,8,0.892,0,0.895,73.158,TRIZVHE128EF351C4E,SOQEIQE12A6D2282B9,City And Colour,Day Old Hate
19184,6,0.9990000000000001,0,1.0,124.416,TRIAOVI128F425A16D,SOBZQYQ12A58A77C94,The Coral,She's Got A Reason
19207,9,0.963,0,0.9259999999999999,154.70600000000002,TRINRNG128F93539C0,SOILVYO12AB018712D,Martin Sexton,My Faith Is Gone
19220,5,0.973,0,0.981,86.87299999999999,TRINIXC128F92FDCCE,SOPCHBS12AB017B06C,Bellatrax,Can't Hold Back (Acoustic Mix)
19247,2,0.987,0,0.961,161.534,TRINSOP128F14A9167,SOVWVNW12A6D4FAC5A,Vanilla Fudge,Mystery (2006 Remastered LP Version)
19303,4,1.0,1,1.0,125.37299999999999,TRIPTEC128F428D4DB,SOXGMMK12A8C1391FE,Charley Pride,Did You Think To Pray
19595,11,0.9570000000000001,0,0.924,87.02600000000001,TRIEVUW128F4239521,SOKRNSX12A8AE486FC,La Buena Vida,S.O.S.
19921,6,0.9359999999999999,0,0.99,153.57,TRIOTLQ128E0789D3B,SOQWSHS12A6701C576,Coldplay,X & Y
20055,9,1.0,0,1.0,74.815,TRIKNIE128F42578A0,SOFKKMM12A58A76B0E,Alvin Lee,The Bluest Blues
20056,1,1.0,0,0.877,158.16299999999998,TRIKNRM128F145C0F6,SOZWOFE12A6D4F6886,Divinyls,Boys In Town
20057,7,1.0,1,1.0,76.723,TRIKNPG128E0792FF0,SOVNJBK12A6D4F91F1,Patty Griffin,Big Daddy
20151,9,1.0,1,1.0,166.16,TRIYXQA12903C9E93C,SOOOTJW12AB018A982,The Great Divide,Without You (LP Version)
20359,4,1.0,1,0.9840000000000001,88.648,TRAGVBF12903CC4A59,SOKGDGM12AB018B071,Jill Sobule,Now That I Don't Have You (LP Version)
20519,5,1.0,1,1.0,163.33100000000002,TRARMEH128F422BC55,SOVRSOY12A81C1F949,Elisa,Femme Fatale
21037,7,0.9740000000000001,0,1.0,122.85700000000001,TRANLXD128F146AA97,SOFILTW12A6D4F9C31,Jocelyn Pook,Saffron
21064,0,1.0,1,0.972,123.889,TRANKBU12903CDE43D,SOZWGHH12AB0189D70,Radar Brothers,Chickens
21727,8,0.982,1,0.95,95.575,TRAOAFS12903CF2B40,SOEDKCH12AB01860C6,Helen Love,Shifty Disco Girl
21812,11,1.0,1,1.0,79.53399999999999,TRAXPJU128F148ADE8,SOQEDJW12A6D4FB3F3,Darryl Worley,Those Less Fortunate Than I
21910,9,1.0,0,1.0,132.001,TRAKXUV128F9301F49,SOIFNQI12AB017ECBE,Module,Rain
21969,9,0.975,0,0.9009999999999999,99.24799999999999,TRAYVGW128F1485065,SOJDBJS12A6D4F82FB,Low,Bright
22022,1,1.0,1,1.0,126.031,TRNMTSE128F428461A,SOLAOQT12A8C13E766,Bob Sinclar,Ich rocke
22398,3,0.809,0,0.862,116.97,TRNRJCO128F429499C,SOIGFUW12A8C13A6AF,Blue System,Is It Love?
22522,1,1.0,1,0.927,119.978,TRNFTSL128F4259524,SOAAUTE12A8C13491F,Vanilla Sky,Gotta Believe
22537,6,0.9670000000000001,0,0.948,127.977,TRNFEXF128F9302460,SOKPIXW12AB01835C2,Topazz,Bubbly
22578,6,0.95,0,0.9490000000000001,169.862,TRNQCOX128F4220938,SOVPSMK12A6D4FCAE3,Upside,Reflect
22716,7,1.0,1,1.0,90.042,TRNIWUC128F4284F76,SORLZWU12A8C13A3B4,Gary Barlow,I Fall So Deep
22734,1,0.991,0,0.8759999999999999,135.02700000000002,TRNIFAL12903CC98E0,SORATXI12AB0184BFD,High Noon At Salinas,Virgin Kyle Beach
22967,5,1.0,0,0.9420000000000001,139.202,TRNPQRI128F92FB652,SOWRUBW12AB017E19F,Screaming Jay Hawkins,I Put A Spell On You
22972,0,1.0,1,0.9620000000000001,125.005,TRNPIBB128F92ED9D9,SOJMUDD12A8C145AA7,Sebastian Ingrosso,Laktos
23143,8,1.0,1,1.0,68.612,TRNUNEZ128F9319C24,SOGJODL12AB018297E,John Fahey,The First Noel
23308,6,1.0,0,1.0,124.995,TRNEXLP128F92F9CF0,SODYHSI12AB01802F3,Dj Spinna Feat. Selan,Back 2 U
23310,3,1.0,1,0.912,140.619,TRNEKDM128E0780C91,SOMJFPG12A58A7DD95,Coldplay,Warning Sign
23599,8,1.0,0,0.9,112.49,TRNOBNS128F428E77A,SOAFCWH12A8C13C4AB,Dr Feelgood,Don't Wait Up
23865,8,1.0,1,0.9940000000000001,195.705,TRPMZQC128F14693DA,SOODHCD12A6D4F832D,Mike And The Mechanics,The Living Years
24126,11,1.0,0,0.965,135.026,TRPHKXK128F4261509,SOSKNEO12A8C137C94,Ann Lee,So deep
24304,10,1.0,0,1.0,0.0,TRPBAPE128F14A0939,SOMUAMF12A6D4FA4A8,Crackhaus,Little Cosmonaut
24538,6,0.9740000000000001,0,0.9790000000000001,125.01799999999999,TRPZXJD12903CE4650,SORVMHB12A8C133F18,Groove Collective,Undercover Life
24744,4,1.0,1,0.988,130.77200000000002,TRPNLNH12903CC90CD,SOSZNNV12AB0186A54,OHM,Common Sense
25187,4,1.0,1,1.0,135.887,TRPJEER128F426E291,SOLUZSQ12A8C13C968,Embrace,Anywhere You Go
25343,10,1.0,1,0.935,125.59,TRPVEPJ128F92FB977,SOEOYCC12AB017C065,Robyn Ludwick,Monte Carlo
25771,5,1.0,0,0.958,124.009,TRTMIYO128F1473297,SOARYXW12A6D4F779E,Sasha,Keep On Runnin' - Album Version
25780,1,1.0,1,0.992,136.101,TRTMPFS128F14698A0,SOTTJWM12A6D4F80BF,UB40,Guns In The Ghetto
26033,11,1.0,0,0.938,140.041,TRTCWPW128F148A57D,SOVHAFE12A6D4F8DF1,Simple Kid,Serotonin
26262,9,1.0,1,1.0,111.105,TRTFCFG128F42152C1,SOABTTR12A6D4FC2EB,Cat Stevens,Oh Very Young
26458,9,1.0,0,0.971,213.71400000000003,TRTIMWD128F427CE31,SOKEMEF12A6D4F9403,Daft Punk,Veridis Quo
26558,1,0.9229999999999999,0,0.922,203.428,TRTAAOP128F92D43C7,SOWESIK12AAA15D551,Monomonkey,Implode
26661,10,1.0,1,1.0,162.815,TRTNOHM128F428E327,SOQWFCH12A58A78CEB,Heights Of Abraham,Dolphins
26708,5,1.0,0,0.91,117.988,TRTPAWR12903D017C7,SOEUGIJ12AB018ACB1,Danton Eeprom,Thanks for Nothing
26773,8,1.0,0,0.955,59.505,TRTTQYL128F933C7C2,SOJXFKO12AB0182F91,Devics,Why I Chose To Never Grow
26789,6,1.0,1,0.978,119.97,TRTTTRS128F9322B01,SOQFULF12A8AE498B1,Britney Spears,Gimme More
27072,4,1.0,0,1.0,125.929,TRTJSBZ128F426A23B,SOVCACY12A58A7DB04,Santana,Daughter Of The Night
27436,9,1.0,0,0.903,114.28399999999999,TRTXLDF128F148C674,SOWKZAA12A6D4F65E6,Scorpions,Heroes Don't Cry
27745,8,1.0,1,1.0,127.95100000000001,TRUGCKB128F425AC16,SODHLDK12A8C136CFD,Jeff And Sheri Easter,Forever And A Day
27801,0,1.0,0,0.853,167.868,TRUGDTE128F14934A9,SONTQAC12A6D4FB232,Junior Kelly,Blaze
27831,4,1.0,0,0.8809999999999999,148.528,TRUHBDS128F9311380,SOBPVGK12AB0183C6F,Cookin' On 3 Burners,The Proving Grounds
28075,1,1.0,0,0.865,200.003,TRUBEOU128F422E200,SOHJZSG12A6D4FB704,Bob Marley,Kaya Fea. QBA (David Harrow Mix)
28337,7,0.9109999999999999,0,0.953,152.002,TRUIIZI12903D00069,SOOATKW12AC90758BA,Gazpacho,Upside Down
28723,7,0.983,0,0.93,135.095,TRUUAHG128F92C9CC5,SOPGDSE12A58A7A5FB,The Alan Parsons Project,Damned If I Do
29107,3,1.0,1,0.9390000000000001,125.93,TRUVVTE12903CC6E5B,SOMILOO12AB0180D03,Bianca Ryan,Awake
29273,0,1.0,0,0.889,132.947,TRUXMRH128F92F7A43,SOGTREL12AB0181DC8,Blues Company,Dark Day
29409,6,1.0,1,0.9390000000000001,142.559,TRUKEMP128F9336618,SOLPKGI12AB01839AD,Bon Jovi,Wanted Dead Or Alive
29467,3,0.97,0,0.836,129.188,TRUYUJC128F427A19F,SOWFTFZ12A8C136506,Armored Saint,Take A Turn
30191,1,1.0,0,0.951,134.80700000000002,TRLZZOJ128F1494C12,SOCWLKE12A6D4F77E2,The Mavericks,There Goes My Heart
30548,5,1.0,1,0.946,99.23,TRLTJTT128F9342827,SOEMISW12AB01860A0,Charlie McCoy,How Great Thou Art
30763,4,0.909,0,1.0,125.99600000000001,TRLEZCK12903CE563B,SODJNLU12AC468B477,Lesni Zver,Sun
30919,2,0.958,0,0.9390000000000001,80.389,TRLSEBW12903CAC63F,SOXMBON12AB018C9FB,Greg Lake,C'Est La Vie
31073,11,1.0,1,1.0,165.00400000000002,TRLDVIJ12903CFB63B,SOSBQKC12AF72A23B1,Stream Of Passion,Haunted
31147,4,1.0,1,0.96,94.544,TRLOXSL128F1484144,SOGYLOK12A6D4F9435,Orson,Happiness
31341,6,1.0,1,1.0,98.806,TRLYXKY128F428B6C0,SOBRIIB12A8C13CD2E,Tim Fite,Away From The Snakes
31721,9,1.0,1,1.0,143.093,TRERTES128F426EA61,SOKGLAB12A8C132D24,Mad Season,Artifical Red
31898,2,1.0,0,1.0,82.598,TREFDWU128F9303DF8,SOGYXBA12AB0183746,John Doan,Beloved
31973,0,1.0,1,1.0,148.285,TREQDOZ12903CAAD59,SOQYZTR12AB0186EEC,Barbara Mason,Sunny
32117,2,1.0,1,1.0,90.59700000000001,TREAWGZ128E079395A,SOQHZOW12A6D4F6173,Eric Clapton,We're All The Way
32233,10,1.0,0,0.884,149.97299999999998,TRENOSF128F14552A5,SOIYDYW12A6D4F6F20,Eminem,When I'm Gone
32275,7,1.0,0,0.9079999999999999,138.889,TREPPRE128F148D1F0,SOKBYQK12A6D4F798A,Khaled,Wahrane
32686,1,0.982,1,0.965,109.631,TRESWFI128F9308E9E,SOAWXGZ12AB018166B,Robert Cray,Does It Really Matter
32821,11,0.971,0,0.973,171.265,TREVDLB128F933E011,SONWUYA12AB0187604,Inkwell,Just Above The Tummy Button
32847,7,0.934,0,0.91,126.98200000000001,TREDRTV12903D03829,SOOBTFX12AC3DF8470,Paul Keeley,Kaleidoscope
32873,11,1.0,0,0.917,129.971,TREDEZC128F92E3D83,SOKWNSV12AB0182727,John Legend featuring Andre 3000,Green Light
33517,9,0.998,0,0.927,200.72799999999998,TRJCXTT128F14534FE,SOAINXH12A6D4F66F4,Portishead,Roads
33683,3,0.8859999999999999,0,0.8270000000000001,83.459,TRJFGEL128F4265C5F,SOGDGQU12AF72A18BF,Firehouse,Seasons Of Change
33783,2,0.9590000000000001,0,0.937,89.469,TRJQUAR128F9336E73,SOIQHFF12AB018745F,Mariee Sioux,Love Song
34295,4,1.0,0,0.9690000000000001,95.969,TRJUNAK128F92F75B6,SONNCCQ12A8C143260,Shannon,Souvenance
34335,3,1.0,1,0.9990000000000001,129.157,TRJUYTU128F933D790,SOPXQRL12AB0187C62,The Four Preps,Big Man
34429,8,1.0,1,1.0,127.79799999999999,TRJENPZ128F931CE62,SOTDYPE12AB0182931,Dirty Vegas,Pressure (Sultan & Ned Shepard Mix)
34873,6,0.996,0,0.978,0.0,TRJXJAV12903CB1214,SOCOGXW12AB01862E9,Stoa,Captivity
34929,3,1.0,1,0.91,139.889,TRJKQOJ128F1470918,SOKWHKD12A6D4F9045,Orson,Look Around
35110,5,1.0,1,1.0,127.066,TRSMDFO128F93545C7,SOWCXJF12AB0185CD2,Lou Barlow,Mary
35677,6,1.0,1,0.935,161.901,TRSZMTS128F4264B4A,SOOXVAX12A8C133C57,Firehouse,Seven Bridges Road
35827,10,1.0,1,0.9159999999999999,99.99799999999999,TRSAGXT128F1474E66,SOWKOUM12A6D4F5493,Simian,Mr Crow
36123,1,0.929,0,0.905,119.838,TRSUMDT128F1493B47,SOOJVPI12A58A79AEE,Vangelis,Aquatic Dance
36170,10,1.0,0,0.963,90.02600000000001,TRSUJVV128F147CDC7,SODJLQI12A6D4F7CCE,Heather Small,Everything's Alright
36295,5,0.993,0,0.9129999999999999,167.518,TRSETPO12903CBE0AD,SOMSHNP12AB018513F,Laura Marling,Hope In The Air
36979,3,1.0,1,0.92,152.357,TRVWNWV128F930625F,SOMZJRY12AB0180F33,Stevie Nicks & Don Henley,Leather And Lace
37549,8,0.993,1,1.0,47.792,TRVZYTQ128F42A12D9,SOMBYXK12A8C13DE9D,KRS-One,Hold
37589,0,1.0,1,0.966,83.228,TRVIPPI128EF355AD6,SOFNTDO12A6D4F621D,Vikki Carr,Sweet Memories
37704,1,1.0,0,0.895,99.09200000000001,TRVNIOU128EF33DD0B,SONRKPV12A67ADCC3A,Bonfire,Under Blue Skies
37841,2,1.0,0,0.9179999999999999,97.927,TRVPKML128F427AA59,SOVBWSM12D02193767,Duffy,Stepping Stone
